gene	expr	reptime	hic
TLE2	1106128	195	32
TLE3	300053	417	28
TLE4	45472	956	-9
TLE6	1119793	197	35
TLK1	439214	379	38
TLK2	316879	370	-2
TLL1	81353	538	-19
TLL2	798938	623	33
TLN1	1062287	163	43
TLN2	315754	568	15
TLR1	310020	437	58
TLR10	304012	437	42
TLR2	143076	685	18
TLR3	355117	414	-13
TLR4	58763	944	-8
TLR5	361954	297	-8
TLR6	316028	437	75
TLR7	208310	NaN	55
TLR8	208025	NaN	64
TLR9	1114737	181	52
TLX1	469702	221	52
TLX1NB	469702	221	52
TLX2	1019591	315	50
TLX3	269453	434	25
TM2D1	174892	296	-9
TM2D2	421614	428	42
TM2D3	322884	469	-9
TM4SF1	529009	254	8
TM4SF18	529009	254	8
TM4SF19	1164213	231	36
TM4SF20	248187	164	18
TM4SF4	558016	159	6
TM4SF5	1272092	222	28
TM6SF1	308479	635	29
TM6SF2	940952	232	17
TM7SF2	3267059	207	46
TM7SF3	408250	320	26
TM7SF4	40736	1032	14
TM9SF1	974559	220	41
TM9SF2	310978	472	69
TM9SF3	790373	642	24
TM9SF4	1055549	262	36
TMBIM1	730654	197	33
TMBIM4	243040	696	5
TMBIM6	1828526	265	67
TMC1	395593	486	10
TMC2	778654	450	41
TMC3	245396	787	28
TMC4	735613	439	-53
TMC5	522510	369	13
TMC6	527017	217	27
TMC7	850990	171	18
TMC8	527017	217	27
TMCC1	614377	357	40
TMCC2	690215	169	34
TMCC3	242132	576	26
TMCO1	321853	406	-2
TMCO2	627703	373	18
TMCO3	768219	318	50
TMCO4	668417	220	29
TMCO5A	92801	921	-59
TMCO6	774470	356	31
TMCO7	925521	253	30
TMED1	2054203	208	30
TMED10	884650	154	47
TMED2	987941	424	47
TMED3	259115	736	19
TMED4	1462615	191	56
TMED5	608924	412	10
TMED6	1202748	125	20
TMED7	NaN	NaN	NaN
TMED7-TICAM2	359255	611	45
TMED8	551151	418	50
TMED9	1316033	475	42
TMEFF1	238688	591	-11
TMEFF2	69320	677	-0
TMEM100	59099	585	-58
TMEM101	920082	241	29
TMEM102	1906324	206	33
TMEM104	1005466	320	19
TMEM105	2765068	191	24
TMEM106A	1341175	172	25
TMEM106B	114769	532	-9
TMEM106C	374433	246	47
TMEM107	1381225	202	37
TMEM108	418705	773	10
TMEM109	794900	522	47
TMEM11	416965	517	-27
TMEM110	1107657	264	52
TMEM111	944872	170	42
TMEM115	843769	206	51
TMEM116	816439	317	43
TMEM117	140202	874	-1
TMEM119	437636	399	40
TMEM120A	1072825	218	49
TMEM120B	796879	190	43
TMEM121	689089	298	41
TMEM123	491236	312	16
TMEM125	1091212	264	30
TMEM126A	325720	554	-19
TMEM126B	325720	554	-19
TMEM127	904852	213	43
TMEM128	146135	584	35
TMEM129	867402	350	39
TMEM130	1040178	526	34
TMEM131	362239	708	36
TMEM132A	798818	512	52
TMEM132B	492460	860	-17
TMEM132D	32086	969	-33
TMEM132E	222789	740	-3
TMEM133	23524	920	-24
TMEM134	1392213	215	53
TMEM135	159214	587	-7
TMEM136	290558	173	28
TMEM138	1394229	286	57
TMEM139	379894	399	14
TMEM140	464513	594	20
TMEM141	1898901	190	39
TMEM143	1478750	217	36
TMEM144	135911	684	-9
TMEM145	792230	218	42
TMEM146	990266	225	26
TMEM147	1081638	390	41
TMEM149	1151198	321	30
TMEM14A	531039	498	18
TMEM14B	263716	468	14
TMEM14C	263716	468	14
TMEM14E	194580	402	35
TMEM150A	1158965	170	43
TMEM150B	1028808	209	19
TMEM150C	712807	493	17
TMEM151A	2133752	236	53
TMEM151B	NaN	NaN	NaN
TMEM154	165925	507	44
TMEM155	326547	440	18
TMEM156	435367	152	49
TMEM159	338008	549	39
TMEM160	1175364	207	35
TMEM161A	1260413	215	35
TMEM161B	96521	1090	3
TMEM163	261980	649	5
TMEM164	216187	NaN	42
TMEM165	235221	348	8
TMEM167A	230539	717	8
TMEM167B	989913	215	18
TMEM168	160383	814	-16
TMEM169	603452	419	35
TMEM17	303217	553	14
TMEM170A	490399	133	16
TMEM170B	126262	429	32
TMEM171	447937	584	21
TMEM173	781521	204	35
TMEM174	447937	584	21
TMEM175	675007	256	45
TMEM176A	749051	604	16
TMEM176B	734961	689	14
TMEM177	337284	441	29
TMEM178	155474	624	-7
TMEM179	625253	450	20
TMEM179B	2405109	248	44
TMEM18	144358	557	-14
TMEM180	871726	178	41
TMEM181	646528	306	46
TMEM182	63440	913	-3
TMEM183A	NaN	NaN	NaN
TMEM183B	421206	389	30
TMEM184A	595899	243	38
TMEM184B	1631137	184	67
TMEM184C	71637	343	9
TMEM185A	206117	NaN	9
TMEM186	401809	358	-9
TMEM187	2355024	NaN	25
TMEM188	270030	594	-12
TMEM189	NaN	NaN	NaN
TMEM189-UBE2V1	571130	136	58
TMEM19	259684	393	-11
TMEM190	1028808	209	19
TMEM192	170385	595	0
TMEM194A	2026922	199	41
TMEM195	17876	1102	-22
TMEM196	187539	874	-4
TMEM198	548994	487	35
TMEM199	1405196	214	10
TMEM2	235852	312	-7
TMEM20	497832	589	1
TMEM200A	126083	954	23
TMEM200B	598249	235	19
TMEM200C	269994	959	-10
TMEM201	491496	268	31
TMEM202	1116695	366	41
TMEM203	1723416	200	39
TMEM204	1366033	256	35
TMEM205	1385739	197	31
TMEM206	487387	298	17
TMEM207	163494	373	9
TMEM208	1109491	150	46
TMEM209	414437	266	34
TMEM211	363566	415	-21
TMEM213	352046	385	7
TMEM214	1257014	290	34
TMEM215	610744	401	-18
TMEM216	1394229	286	57
TMEM217	626559	236	44
TMEM218	428178	762	30
TMEM219	1994393	238	52
TMEM22	194047	195	27
TMEM220	59041	801	-49
TMEM222	884974	188	30
TMEM223	2405109	248	44
TMEM225	89099	736	-8
TMEM229B	488731	311	39
TMEM231	488582	225	6
TMEM25	1359480	167	47
TMEM26	84084	468	-19
TMEM27	170317	NaN	28
TMEM30A	394127	423	-3
TMEM30B	351491	448	-11
TMEM31	485629	NaN	43
TMEM33	272281	261	25
TMEM35	422603	NaN	29
TMEM37	203559	497	35
TMEM38A	980514	362	41
TMEM38B	214951	773	-8
TMEM39A	270591	599	29
TMEM39B	1242874	218	24
TMEM40	487514	176	35
TMEM41A	953031	366	31
TMEM41B	669286	170	20
TMEM42	466410	380	31
TMEM43	312564	463	27
TMEM44	370452	255	34
TMEM45A	346650	411	7
TMEM45B	632501	231	-2
TMEM47	7188	NaN	-16
TMEM48	535585	319	24
TMEM49	1018847	361	22
TMEM5	222270	460	-17
TMEM50A	671522	270	35
TMEM50B	884788	182	63
TMEM51	379959	432	16
TMEM52	1434423	233	27
TMEM53	563553	252	45
TMEM54	1019374	232	15
TMEM55A	104917	935	1
TMEM55B	464497	395	17
TMEM56	228305	452	-8
TMEM57	613155	230	24
TMEM59	438316	201	29
TMEM59L	1397040	222	33
TMEM60	253754	795	28
TMEM61	454766	217	13
TMEM62	843516	333	42
TMEM63A	924499	239	8
TMEM63B	1267618	203	51
TMEM63C	549191	394	47
TMEM64	184765	746	8
TMEM65	330177	445	14
TMEM66	387693	231	51
TMEM67	234269	416	15
TMEM68	319097	538	-3
TMEM69	953032	157	30
TMEM70	258047	417	25
TMEM71	166227	872	-6
TMEM72	75634	905	25
TMEM74	275834	891	-14
TMEM79	2266205	211	33
TMEM80	1781290	193	53
TMEM81	655446	431	37
TMEM82	683349	174	22
TMEM85	453823	242	11
TMEM86A	616892	562	25
TMEM86B	1035412	209	5
TMEM87A	595635	394	35
TMEM87B	564343	466	36
TMEM88	2148615	337	24
TMEM89	1386275	212	37
TMEM8A	1549307	207	37
TMEM8B	847663	227	54
TMEM8C	1858670	315	39
TMEM9	572258	333	23
TMEM90A	604423	384	45
TMEM90B	178967	927	-37
TMEM91	1193025	249	33
TMEM92	1297691	196	28
TMEM93	504736	354	20
TMEM95	1911735	206	36
TMEM97	1405196	214	10
TMEM98	443753	833	-6
TMEM99	836683	269	-10
TMEM9B	548433	243	21
TMF1	263910	443	9
TMIE	298503	495	41
TMIGD1	475180	232	26
TMIGD2	2127558	220	33
TMLHE	272469	NaN	-2
TMOD1	523548	420	35
TMOD2	443665	165	27
TMOD3	511166	132	27
TMOD4	1562281	184	33
TMPO	487754	218	21
TMPPE	513008	372	33
TMPRSS11A	212678	809	4
TMPRSS11B	170820	716	-19
TMPRSS11D	210733	767	22
TMPRSS11E	108503	748	7
TMPRSS11F	211571	812	-6
TMPRSS12	594068	250	43
TMPRSS13	527704	576	45
TMPRSS15	274061	981	-64
TMPRSS2	266466	454	61
TMPRSS3	339928	400	80
TMPRSS4	579148	447	50
TMPRSS5	124189	613	12
TMPRSS6	699535	379	44
TMPRSS7	265735	336	21
TMPRSS9	1553941	267	33
TMSB10	848135	275	12
TMSB15A	96151	NaN	0
TMSB15B	439642	NaN	30
TMSB4X	NaN	NaN	NaN
TMSB4Y	0	0	0
TMSL3	NaN	NaN	NaN
TMTC1	99753	510	-15
TMTC2	61571	1375	-11
TMTC3	149643	429	-9
TMTC4	123356	622	28
TMUB1	622098	373	41
TMUB2	930750	175	41
TMX1	338961	610	38
TMX2	922344	354	11
TMX3	70753	920	-24
TMX4	72842	609	-25
TNC	194891	374	-0
TNF	2517285	220	35
TNFAIP1	1405196	214	10
TNFAIP2	952836	211	40
TNFAIP3	315946	256	51
TNFAIP6	216177	589	24
TNFAIP8	305890	296	55
TNFAIP8L1	921603	203	35
TNFAIP8L2	1562281	184	33
TNFAIP8L3	285978	427	26
TNFRSF10A	633411	240	42
TNFRSF10B	694327	213	48
TNFRSF10C	648331	237	48
TNFRSF10D	640871	237	45
TNFRSF11A	145370	264	42
TNFRSF11B	179358	381	9
TNFRSF12A	1443513	234	49
TNFRSF13B	1122696	237	2
TNFRSF13C	1335011	323	67
TNFRSF14	339388	228	38
TNFRSF17	571257	441	64
TNFRSF18	2356409	196	27
TNFRSF19	181889	614	32
TNFRSF1A	2670962	198	46
TNFRSF1B	516231	263	32
TNFRSF21	206419	389	1
TNFRSF25	644634	203	44
TNFRSF4	2356409	196	27
TNFRSF6B	1126597	202	36
TNFRSF8	517022	191	35
TNFRSF9	381467	207	24
TNFSF10	319022	263	23
TNFSF11	188787	595	67
TNFSF12	NaN	NaN	NaN
TNFSF12-TNFSF13	1957426	194	24
TNFSF13	1957426	194	24
TNFSF13B	66992	899	1
TNFSF14	745830	259	29
TNFSF15	249550	286	-8
TNFSF18	251425	492	0
TNFSF4	293612	492	-1
TNFSF8	241285	318	-9
TNFSF9	836909	212	21
TNIK	146464	805	25
TNIP1	892080	382	27
TNIP2	628294	228	46
TNIP3	214178	900	4
TNK1	1911735	206	36
TNK2	934412	285	48
TNKS	106755	854	20
TNKS1BP1	929334	250	-20
TNKS2	333272	331	15
TNMD	182582	NaN	-2
TNN	169074	612	14
TNNC1	1078407	229	62
TNNC2	742720	180	48
TNNI1	857879	209	26
TNNI2	916434	481	33
TNNI3	1036976	266	-1
TNNI3K	87070	1135	-16
TNNT1	1036976	266	-1
TNNT2	857879	209	26
TNNT3	827096	481	53
TNP1	261601	642	23
TNP2	632841	308	37
TNPO1	469585	388	30
TNPO2	1959466	226	29
TNPO3	821362	361	52
TNR	177437	738	4
TNRC18	1893797	256	14
TNRC6A	291928	342	19
TNRC6B	502506	484	34
TNRC6C	620383	217	26
TNS1	500812	399	23
TNS3	192490	488	16
TNS4	1185295	203	19
TNXB	2242514	203	33
TOB1	1152451	161	15
TOB2	1480984	187	73
TOE1	994992	249	29
TOLLIP	1373249	311	46
TOM1	362269	241	-24
TOM1L1	131125	869	-61
TOM1L2	1093302	173	22
TOMM20	583355	168	26
TOMM20L	290701	552	46
TOMM22	1056349	262	45
TOMM34	952219	282	32
TOMM40	961910	196	2
TOMM40L	731911	229	39
TOMM5	511883	338	34
TOMM6	NaN	NaN	NaN
TOMM7	956904	381	19
TOMM70A	377740	361	20
TOP1	383646	129	14
TOP1MT	1770114	220	27
TOP2A	1220026	191	23
TOP2B	216871	636	-6
TOP3A	941112	223	13
TOP3B	471565	474	58
TOPBP1	406166	396	37
TOPORS	474275	362	-7
TOR1A	600401	187	44
TOR1AIP1	470940	364	5
TOR1AIP2	470940	364	5
TOR1B	600401	187	44
TOR2A	1098647	172	32
TOR3A	345937	301	4
TOX	192821	695	19
TOX2	639806	396	14
TOX3	62431	993	-53
TOX4	707390	470	30
TP53	2069567	213	34
TP53AIP1	195815	580	-2
TP53BP1	794398	368	43
TP53BP2	609494	361	4
TP53I11	131819	609	16
TP53I13	760947	353	26
TP53I3	269570	385	38
TP53INP1	418153	395	48
TP53INP2	1047752	147	47
TP53RK	292810	636	33
TP53TG5	1037999	382	35
TP63	140525	403	15
TP73	249590	288	20
TPBG	131014	486	-3
TPCN1	429315	206	36
TPCN2	729282	416	50
TPD52	211901	353	43
TPD52L1	124606	243	-26
TPD52L2	1140529	206	40
TPD52L3	355544	469	16
TPH1	645462	571	16
TPH2	223598	619	-18
TPI1	2822601	232	32
TPK1	123029	998	-17
TPM1	431470	321	19
TPM2	1202125	248	37
TPM3	2028928	185	35
TPM4	803963	298	26
TPMT	487819	397	-1
TPO	56524	599	-23
TPP1	424523	491	17
TPP2	195408	521	20
TPPP	683895	411	28
TPPP2	971417	320	12
TPPP3	1115833	153	42
TPR	271754	338	-19
TPRA1	682035	336	42
TPRG1	131839	421	1
TPRG1L	250027	288	16
TPRKB	978005	466	31
TPRN	1722012	202	36
TPRX1	881316	336	39
TPSAB1	1275017	294	21
TPSB2	1275017	294	21
TPSD1	1150864	215	36
TPSG1	1275017	294	21
TPST1	551438	412	26
TPST2	162211	501	-14
TPT1	680643	296	78
TPTE	30271	1268	-81
TPTE2	288628	778	-16
TPX2	890615	237	23
TRA2A	432206	231	23
TRA2B	978158	213	30
TRABD	944000	242	49
TRADD	1093307	150	47
TRAF1	645995	270	39
TRAF2	1950713	176	39
TRAF3	719158	178	49
TRAF3IP1	295666	345	32
TRAF3IP2	320530	201	32
TRAF3IP3	220312	429	18
TRAF4	1695792	208	40
TRAF5	298152	424	2
TRAF6	98751	412	-8
TRAF7	2179404	224	39
TRAFD1	730140	239	40
TRAIP	1306720	191	39
TRAK1	313554	321	29
TRAK2	511735	479	26
TRAM1	240060	535	28
TRAM1L1	24934	NaN	-31
TRAM2	421188	378	33
TRANK1	391968	523	-0
TRAP1	611617	242	43
TRAPPC1	1794630	337	33
TRAPPC10	860750	202	62
TRAPPC2	135235	NaN	48
TRAPPC2L	860087	252	37
TRAPPC3	800052	190	31
TRAPPC4	1457410	180	55
TRAPPC5	688482	384	31
TRAPPC6A	1230654	243	41
TRAPPC6B	314417	166	13
TRAPPC9	327071	689	16
TRAT1	107009	961	-15
TRDMT1	558326	451	5
TRDN	23697	1090	-16
TREH	1449531	161	45
TREM1	270628	607	34
TREM2	227466	611	41
TREML1	227466	611	41
TREML2	227466	611	41
TREML4	249047	607	38
TRERF1	746644	342	44
TREX1	1480689	223	45
TREX2	971101	NaN	7
TRH	329991	389	43
TRHDE	66026	995	-40
TRHR	151352	616	18
TRIAP1	1573849	216	44
TRIB1	322911	193	40
TRIB2	49360	996	-2
TRIB3	879317	185	41
TRIL	67820	570	21
TRIM10	1932849	486	48
TRIM11	682437	316	7
TRIM13	337743	357	44
TRIM14	484638	272	48
TRIM15	1932849	486	48
TRIM16	471003	431	-19
TRIM16L	752804	391	-6
TRIM17	654512	278	7
TRIM2	222401	350	14
TRIM21	264090	862	-7
TRIM22	139577	922	2
TRIM23	421173	406	28
TRIM24	272427	552	10
TRIM25	320339	324	-38
TRIM26	1932849	486	48
TRIM27	161027	558	30
TRIM28	2673870	276	11
TRIM29	325456	214	31
TRIM3	424837	471	17
TRIM31	1820240	496	30
TRIM32	68232	682	-15
TRIM33	727314	264	13
TRIM34	NaN	NaN	NaN
TRIM35	353563	561	8
TRIM36	219228	619	-1
TRIM37	678139	530	13
TRIM38	392745	685	34
TRIM39	2043435	430	32
TRIM4	1559879	391	36
TRIM40	1932849	486	48
TRIM41	1034999	415	35
TRIM42	108667	896	10
TRIM43	394116	611	16
TRIM44	605264	411	-6
TRIM45	331822	566	12
TRIM46	1801444	194	32
TRIM47	1727802	178	35
TRIM48	981	1138	-38
TRIM49	151171	1107	-28
TRIM5	134136	838	5
TRIM50	902769	422	52
TRIM52	1034999	415	35
TRIM54	1245306	182	52
TRIM55	277437	480	30
TRIM56	1066804	272	39
TRIM58	87551	993	-35
TRIM59	435184	513	16
TRIM6	NaN	NaN	NaN
TRIM6-TRIM34	128694	895	9
TRIM60	169984	637	5
TRIM61	170469	732	22
TRIM62	756335	385	27
TRIM63	748547	221	31
TRIM65	1727802	178	35
TRIM67	381758	603	8
TRIM68	212267	935	-3
TRIM69	673122	428	36
TRIM7	1034999	415	35
TRIM71	507311	469	24
TRIM72	1203752	478	17
TRIM73	NaN	NaN	NaN
TRIM74	826724	337	62
TRIM8	878626	180	27
TRIM9	373925	516	17
TRIML1	32696	595	-20
TRIML2	32696	595	-20
TRIO	518529	557	29
TRIOBP	1114524	180	74
TRIP10	736129	272	27
TRIP11	336377	375	30
TRIP12	321955	722	21
TRIP13	812469	491	34
TRIP4	764707	198	40
TRIP6	1339207	433	48
TRIT1	996021	270	31
TRMT1	1948449	221	41
TRMT11	142337	297	11
TRMT112	1613996	257	65
TRMT12	489180	476	13
TRMT2A	545126	218	57
TRMT2B	418391	NaN	37
TRMT5	216411	578	-1
TRMT6	301031	346	13
TRMT61A	900930	225	38
TRMT61B	481869	238	32
TRMU	493681	260	39
TRNAU1AP	831495	183	26
TRNT1	59117	1039	-15
TRO	244459	NaN	-8
TROAP	2137968	175	37
TROVE2	288840	433	-13
TRPA1	19123	936	29
TRPC1	414031	437	20
TRPC3	324047	634	-3
TRPC4	72221	573	-19
TRPC4AP	1128095	236	45
TRPC5	113544	NaN	10
TRPC6	70247	847	-24
TRPC7	283872	588	23
TRPM1	277407	497	28
TRPM2	1023429	308	54
TRPM3	135903	707	-9
TRPM4	2151496	267	43
TRPM5	833749	589	47
TRPM6	95662	726	-16
TRPM7	325708	250	23
TRPM8	297512	527	14
TRPS1	55597	711	-10
TRPT1	1602391	278	57
TRPV1	472939	354	9
TRPV2	829707	254	8
TRPV3	441141	442	-2
TRPV4	825887	423	41
TRPV5	294033	676	2
TRPV6	284406	645	18
TRRAP	1040178	470	42
TRUB1	188808	343	9
TRUB2	1813435	201	46
TRYX3	207881	645	-7
TSC1	1919595	461	33
TSC2	1722112	181	44
TSC22D1	205312	350	38
TSC22D2	514603	176	19
TSC22D3	189575	NaN	51
TSC22D4	1479297	186	60
TSEN15	372562	761	8
TSEN2	352597	317	36
TSEN34	735613	439	-53
TSEN54	1907659	195	31
TSFM	1160849	344	39
TSG101	623656	341	20
TSGA10	504327	770	19
TSGA10IP	3854361	208	57
TSGA13	278944	433	9
TSGA14	419615	298	27
TSHB	605838	601	1
TSHR	214327	492	-10
TSHZ1	69176	993	4
TSHZ2	102643	626	-18
TSHZ3	8215	1022	-74
TSKS	1699718	192	47
TSKU	287129	214	42
TSLP	205349	738	6
TSN	227057	517	22
TSNARE1	163885	685	12
TSNAX	291493	439	14
TSNAXIP1	1039476	143	49
TSPAN1	908945	190	29
TSPAN10	3745109	205	30
TSPAN11	315469	555	-5
TSPAN12	106040	717	3
TSPAN13	360860	385	-12
TSPAN14	308181	588	-12
TSPAN15	660613	400	40
TSPAN16	1385739	197	31
TSPAN17	579630	359	40
TSPAN18	174144	622	15
TSPAN19	22140	974	-27
TSPAN2	595238	555	4
TSPAN3	319089	441	40
TSPAN31	1160849	344	39
TSPAN32	990037	630	25
TSPAN33	787448	408	51
TSPAN4	1799017	232	51
TSPAN5	217859	797	12
TSPAN6	182582	NaN	-2
TSPAN7	99411	NaN	23
TSPAN8	233516	489	-31
TSPAN9	523539	476	24
TSPO	624112	241	48
TSPO2	145501	611	37
TSPY1	NaN	NaN	NaN
TSPY2	0	0	0
TSPYL1	260958	593	22
TSPYL2	884583	NaN	77
TSPYL4	260690	640	16
TSPYL5	387608	610	-13
TSPYL6	619188	448	9
TSR1	780080	271	29
TSR2	296262	NaN	5
TSSC1	255965	619	-1
TSSC4	833749	589	47
TSSK1B	267968	620	13
TSSK2	487560	277	18
TSSK3	1529661	216	41
TSSK4	974559	220	41
TSSK6	868278	284	7
TST	699535	379	44
TSTA3	2183482	235	37
TSTD1	NaN	NaN	NaN
TSTD2	506644	420	36
TTBK1	1293543	363	51
TTBK2	611976	453	31
TTC1	199079	458	31
TTC12	107070	600	13
TTC13	407409	595	14
TTC14	182757	1031	2
TTC15	255812	502	9
TTC16	1098647	172	32
TTC17	355422	919	-7
TTC18	838780	249	45
TTC19	954548	370	-32
TTC21A	213514	500	30
TTC21B	100856	599	-2
TTC22	578299	343	23
TTC23	273585	361	-7
TTC23L	245995	558	-4
TTC24	2049505	180	37
TTC25	1969457	191	28
TTC26	562181	345	38
TTC27	358024	636	17
TTC29	34493	970	-9
TTC3	351773	343	47
TTC30A	380902	434	27
TTC30B	380902	434	27
TTC31	1019591	315	50
TTC32	479338	390	9
TTC33	211936	496	-11
TTC35	188664	962	21
TTC36	1348757	167	48
TTC37	314679	431	26
TTC38	519654	205	31
TTC39A	526044	281	10
TTC39B	237773	710	-17
TTC39C	292559	189	54
TTC4	615595	343	19
TTC5	371637	528	-29
TTC7A	785914	242	38
TTC7B	367726	570	20
TTC8	162049	703	-6
TTC9	244305	523	41
TTC9B	1005838	400	30
TTC9C	2415432	248	47
TTF1	1431869	429	34
TTF2	331822	566	12
TTK	150632	841	-2
TTL	536287	433	32
TTLL1	627533	202	46
TTLL10	2356409	196	27
TTLL11	285948	541	24
TTLL12	624112	241	48
TTLL13	956589	139	45
TTLL2	254009	704	1
TTLL3	953772	264	43
TTLL4	1055730	269	42
TTLL5	415501	540	40
TTLL6	727820	415	24
TTLL7	157542	957	-14
TTLL8	895187	271	36
TTLL9	1011028	241	37
TTN	172693	713	23
TTPA	137738	789	-12
TTPAL	781823	276	46
TTR	294098	541	20
TTYH1	807048	535	-7
TTYH2	321651	535	3
TTYH3	769920	259	35
TUB	189808	555	12
TUBA1A	2141275	214	56
TUBA1B	2141275	214	56
TUBA1C	2154742	171	49
TUBA3C	193250	922	-15
TUBA3D	455705	540	29
TUBA3E	349797	593	22
TUBA4A	694442	193	44
TUBA8	519135	179	19
TUBAL3	711034	519	-1
TUBB	2115149	171	41
TUBB1	978901	125	28
TUBB2A	444075	435	41
TUBB2B	451139	453	37
TUBB2C	1724821	399	43
TUBB3	1131847	221	40
TUBB4	851008	212	27
TUBB4Q	59973	1059	-12
TUBB6	492344	214	26
TUBB8	9202	NaN	NaN
TUBD1	957047	216	26
TUBE1	152199	296	5
TUBG1	1884163	177	38
TUBG2	1740597	177	36
TUBGCP2	362932	393	1
TUBGCP3	273358	399	11
TUBGCP4	823006	415	50
TUBGCP5	347364	564	-32
TUBGCP6	944000	242	49
TUFM	1146511	221	56
TUFT1	1379189	176	30
TULP1	683460	280	36
TULP2	1846623	211	38
TULP3	494496	336	35
TULP4	669285	403	41
TUSC2	843769	206	51
TUSC3	50254	1013	-41
TUSC5	1447271	228	21
TUT1	2695768	217	42
TWF1	132402	425	-5
TWF2	1114737	181	52
TWIST1	103347	812	-15
TWISTNB	168714	941	-11
TWSG1	499362	387	43
TXK	219787	358	39
TXLNA	1460758	218	29
TXLNB	192994	504	14
TXLNG	289514	NaN	39
TXN	207910	302	8
TXN2	1199592	195	21
TXNDC11	593829	214	40
TXNDC12	665927	315	21
TXNDC15	727517	696	49
TXNDC16	396835	518	14
TXNDC17	663953	424	9
TXNDC2	431025	168	34
TXNDC3	103411	646	13
TXNDC5	748889	288	10
TXNDC6	199119	358	18
TXNDC8	210246	302	7
TXNDC9	386109	630	24
TXNIP	739922	172	39
TXNL1	82448	867	15
TXNL4A	399915	506	36
TXNL4B	414449	479	9
TXNRD1	1237281	168	29
TXNRD2	648548	197	18
TXNRD3IT1	283619	508	43
TYK2	1802015	191	21
TYMP	1075525	207	42
TYMS	416109	486	19
TYR	28803	973	-28
TYRO3	744461	166	44
TYROBP	1060028	321	47
TYRP1	77286	530	-31
TYSND1	471839	217	32
TYW1	423966	491	32
TYW3	104029	1055	-14
U2AF1	687433	279	59
U2AF1L4	1151198	321	30
U2AF2	1077402	254	-10
UACA	247817	364	19
UAP1	320314	193	10
UAP1L1	1951939	202	40
UBA1	819569	NaN	38
UBA2	707545	355	5
UBA3	264082	443	20
UBA5	210898	768	21
UBA52	1394856	259	48
UBA6	154681	604	33
UBA7	1306720	191	39
UBAC1	753354	352	37
UBAC2	333101	390	55
UBAP1	726384	125	47
UBAP2	777874	170	29
UBAP2L	1841112	185	32
UBASH3A	366755	400	71
UBASH3B	660955	261	6
UBB	881521	169	4
UBC	1090586	206	33
UBD	403531	798	18
UBE2A	663615	NaN	48
UBE2B	929843	170	46
UBE2C	742720	180	48
UBE2CBP	164732	607	-6
UBE2D1	153069	326	-12
UBE2D2	641116	244	39
UBE2D3	380953	471	41
UBE2D4	872910	239	44
UBE2E1	400750	319	10
UBE2E2	385056	530	2
UBE2E3	114904	888	11
UBE2F	507348	433	27
UBE2G1	1040590	292	26
UBE2G2	754837	213	48
UBE2H	456399	226	34
UBE2I	1150864	215	36
UBE2J1	408992	574	51
UBE2J2	2050211	196	28
UBE2K	621887	145	45
UBE2L3	521773	194	37
UBE2L6	923607	249	32
UBE2M	2673870	276	11
UBE2N	380369	364	15
UBE2NL	5046	NaN	-19
UBE2O	1412378	183	26
UBE2Q1	1896659	403	41
UBE2Q2	560951	339	55
UBE2R2	783515	187	33
UBE2S	1048909	399	24
UBE2T	813304	325	32
UBE2U	175464	384	-0
UBE2V1	571130	136	58
UBE2V2	890573	464	31
UBE2W	257905	407	34
UBE2Z	775532	169	29
UBE3A	241743	1263	-34
UBE3B	430972	428	37
UBE3C	389401	334	9
UBE4A	963668	192	48
UBE4B	749198	240	25
UBFD1	528849	628	48
UBIAD1	582356	524	31
UBL3	322680	335	21
UBL4A	2163759	NaN	42
UBL4B	571576	400	29
UBL5	1069900	579	-26
UBL7	640438	204	54
UBLCP1	126518	284	33
UBN1	704578	195	26
UBN2	519766	345	29
UBOX5	872596	192	54
UBP1	483698	352	9
UBQLN1	481151	422	-3
UBQLN2	126215	NaN	7
UBQLN3	99343	946	-2
UBQLN4	2005405	213	39
UBQLNL	99343	946	-2
UBR1	634287	366	32
UBR2	1007026	194	42
UBR3	340876	631	32
UBR4	787493	414	33
UBR5	504282	414	39
UBR7	325787	222	35
UBTD1	560569	169	41
UBTD2	391482	182	42
UBTF	930750	175	41
UBXN1	2425755	248	51
UBXN10	649343	508	30
UBXN11	1021101	217	22
UBXN2A	240935	226	33
UBXN2B	197666	638	26
UBXN4	511712	403	25
UBXN6	2078211	278	37
UBXN7	1165640	231	37
UBXN8	365415	346	28
UCHL1	224086	190	39
UCHL3	197113	362	37
UCHL5	288979	433	-18
UCK1	609539	272	36
UCK2	321876	403	1
UCKL1	1157316	206	36
UCMA	246179	354	35
UCN	1245306	182	52
UCN2	1433482	183	41
UCN3	711034	519	-1
UCP1	125708	752	7
UCP2	533576	196	41
UCP3	523442	225	51
UEVLD	630607	341	24
UFC1	728669	234	37
UFD1L	650407	300	16
UFM1	126181	926	-9
UFSP1	1339207	433	48
UFSP2	173409	422	20
UGCG	598588	172	14
UGDH	658220	165	48
UGGT1	449913	419	24
UGGT2	175188	834	34
UGP2	312741	380	10
UGT1A1	NaN	NaN	NaN
UGT1A10	NaN	NaN	NaN
UGT1A3	NaN	NaN	NaN
UGT1A4	NaN	NaN	NaN
UGT1A5	NaN	NaN	NaN
UGT1A6	NaN	NaN	NaN
UGT1A7	NaN	NaN	NaN
UGT1A8	320853	284	24
UGT1A9	320853	284	24
